Company,Rating,Good Review,Bad Review,Industry,HQ,Total locations
Software AG,4.3,Not Available,Not Available,Software Product,Bengaluru,16
E2logy Software Solutions,4.7,Not Available,Not Available,IT Services & Consulting,Noida,3
KFA Consultant,1.3,Not Available,Not Available,Dubai +2 other locations,Not Available,1
Prithvi Innerwears Private Limited,4.8,Not Available,Not Available,Fashion & Textile,Tiruppur,24
Shangri-la Hotels & Resorts,4.2,Not Available,Not Available,Hospitality,New Delhi,23
Faiveley Transport,4.0,"Company Culture, Skill Development, Work Life Balance",Promotions,Railways,Hosur,25
Dr Mohan's Diabetes Specialities Centre,3.5,Work Life Balance,"Promotions, Work Satisfaction, Job Security",Healthcare,Chennai,36
Emami Frank Ross,3.8,"Work Life Balance, Job Security","Promotions, Salary",Retail,Kolkata,24
Tricon Infra Buildtech pvt.Ltd,3.1,Not Available,Not Available,Engineering & Construction,Pune,8
Modicare,3.9,"Work Life Balance, Company Culture, Salary",Promotions,Beauty & Personal Care,New Delhi,48
Biostadt,4.2,Not Available,Not Available,Mumbai +58 other locations,Not Available,1
Decimal Technologies,2.8,Not Available,Not Available,Software Product,Gurugram,11
Bharat Institutions,3.5,Not Available,Not Available,Education & Training,Hyderabad,8
TPI Composites,4.3,Not Available,Not Available,Industrial Machinery,Chennai,11
Biryani By Kilo,4.3,Not Available,Not Available,Hospitality,Gurugram,32
Bodal Chemicals,3.4,Not Available,Not Available,Chemicals,Vadodara,18
BridgeLabz Solutions,3.2,Not Available,Not Available,EdTech,Mumbai,10
Putzmeister Concrete Machines,3.5,Not Available,Not Available,Industrial Machinery,New Delhi,30
Red FM 93.5,3.7,Work Life Balance,"Promotions, Skill Development, Company Culture",Broadcasting,New Delhi,52
Special Technical Services,4.0,"Company Culture, Work Life Balance, Job Security",Promotions,Oil & Gas,Muscat,17
Khanna Paper Mills,3.8,Not Available,Not Available,Pulp & Paper,Amritsar,14
ORISSA METALIKS,3.9,Not Available,Not Available,Industrial Machinery,Kharagpur,11
Soothe Healthcare,3.1,Not Available,Not Available,Healthcare,New Delhi,45
UGC Supply Chain Solutions,2.9,Not Available,Not Available,Logistics,Pune,23
Infiiloom,3.1,Not Available,Not Available,Fashion & Textile,Pune,16
REI Systems,4.0,Not Available,Not Available,IT Services & Consulting,Pune,1
Shivam Infocom,4.4,"Work Life Balance, Company Culture, Salary",Promotions,Telecom,New Delhi,30
U R Rao Satellite Centre,4.4,Not Available,Not Available,Bengaluru +17 other locations,Not Available,1
Artech,3.1,Not Available,Not Available,Architecture & Interior Design,Bengaluru,14
Indo National Limited (Nippo),4.2,Not Available,Not Available,FMCG,Chennai,58
Emirates Airlines,3.9,"Skill Development, Work Life Balance, Job Security",Promotions,Aviation,Mumbai,17
Eternis Fine Chemicals,3.2,Not Available,Not Available,Chemicals,Pune,9
Keolis Hyderabad Metro,4.0,"Job Security, Work Life Balance, Skill Development","Promotions, Salary",Urban Transport,Hyderabad,5
Netaxis IT Solutions,3.9,Not Available,Not Available,IT Services & Consulting,Chennai,5
Jindal Worldwide,3.4,Not Available,Not Available,Fashion & Textile,Ahmedabad,7
Tci Freight,4.1,Not Available,Not Available,Logistics,Gurugram,46
Paramatrix Technologies,3.8,Not Available,Not Available,Software Product,Mumbai,6
RateGain,3.7,Not Available,Not Available,IT Services & Consulting,Noida,7
Upstox,3.5,Not Available,Not Available,FinTech,Mumbai,20
SkilloVilla,4.1,Not Available,Not Available,Education & Training,Bengaluru,4
FAIRWAY ENTERPRISES,3.9,"Salary, Work Life Balance","Work Satisfaction, Promotions",Leather,Krishnagiri,10
Turito,3.2,Not Available,Not Available,EdTech,Hyderabad,8
AGROCEL INDUSTRIES,4.3,Not Available,Not Available,Chemicals,Bhuj,25
The Co-operative Bank,3.8,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Salary",Banking,Bengaluru,106
Chhatrapati Shivaji International Airport,3.5,Not Available,Not Available,Real Estate,Mumbai,8
Girnar Care,3.5,Not Available,Not Available,BPO,Jaipur,18
Kalyani Forge,3.6,Not Available,Not Available,Iron & Steel,Pune,8
Ensure Support Services,4.4,Not Available,Not Available,IT Services & Consulting,Chennai,47
NGK Spark Plugs,4.1,"Work Life Balance, Job Security, Company Culture",Promotions,Auto Components,Bawal,21
Videojet Technologies,3.8,"Salary, Company Culture","Promotions, Work Satisfaction, Job Security",Consumer Electronics & Appliances,Mumbai,27
Ashok Iron Works,3.3,Not Available,Not Available,Industrial Machinery,Belagavi,8
Mold-Tek Technologies,3.2,Not Available,Not Available,IT Services & Consulting,Hyderabad,13
Quest Global Technologies,3.6,Not Available,Not Available,IT Services & Consulting,Bengaluru,17
Beri Udyog,3.8,Not Available,Not Available,Industrial Machinery,Karnal,19
TP Northern Odisha Distribution,3.6,Job Security,"Promotions, Salary, Work Satisfaction",Power,Balasore,23
N.K. Realtors,4.2,Not Available,Not Available,Real Estate,Kolkata,7
Cordlife Sciences India,3.4,Not Available,Not Available,Pharma,Kolkata,34
EagleBurgmann,4.2,"Job Security, Work Life Balance, Company Culture",Promotions,Industrial Machinery,Pune,20
SBL,3.6,Not Available,Not Available,IT Services & Consulting,New Delhi,34
HEPL - A Cavinkare Group Company,3.4,Not Available,Not Available,Recruitment,Cuddalore,20
Flyhomes,4.3,Not Available,Not Available,Internet,Noida,10
Kerakoll,4.2,"Work Life Balance, Company Culture, Skill Development",Promotions,Building Material,Vadodara,51
COWI,4.1,"Work Life Balance, Company Culture, Job Security",Promotions,Engineering & Construction,Gurugram,5
Toppan Merrill,3.8,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development, Salary",Financial Services,Chennai,3
Square Bpo Services,3.2,Not Available,Not Available,BPO,Hyderabad,7
Moody's,3.8,"Work Life Balance, Company Culture, Salary","Promotions, Job Security",Analytics & KPO,Bengaluru,8
C DOT,3.7,Work Life Balance,"Promotions, Skill Development, Work Satisfaction",Telecom,New Delhi,15
Fernandez Hospital,4.4,Not Available,Not Available,Healthcare,Hyderabad,2
BetterPlace Safety Solutions,3.4,Not Available,Not Available,IT Services & Consulting,Bengaluru,12
NMIMS,3.7,Not Available,Not Available,Education & Training,Mumbai,25
Koye Pharmaceuticals,3.1,Not Available,Not Available,Pharma,Mumbai,47
Elofic Industries,4.0,Not Available,Not Available,Auto Components,Faridabad,18
Elsamex Maintenance Services,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Facility Management Services,Ahmedabad,47
Weatherford,3.5,Work Life Balance,"Promotions, Skill Development, Job Security",Oil & Gas,Mumbai,20
MSC Technology India,4.0,Not Available,Not Available,IT Services & Consulting,Chennai,8
John Deere Financial,4.2,"Company Culture, Skill Development, Work Life Balance",Promotions,NBFC,Pune,56
Jesons Industries,3.4,Not Available,Not Available,Chemicals,Mumbai,15
Rotostat Services,3.9,Not Available,Not Available,Industrial Machinery,Mumbai,31
Cummins Generator Technologies,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Industrial Machinery,Pune,18
Third wave Coffee Roasters,3.5,Not Available,Not Available,Hospitality,Bengaluru,12
Rohan Motors,3.7,Job Security,"Promotions, Salary",Automobile,New Delhi,22
Kopran,3.7,Job Security,"Promotions, Company Culture, Salary",Pharma,Mumbai,18
Fulcrum Digital,3.4,Not Available,Not Available,IT Services & Consulting,Pune,6
Pradan,3.8,Skill Development,"Promotions, Work Life Balance",Non-Profit,Ranchi,62
Zamil Air Conditioners,3.9,"Skill Development, Work Life Balance, Job Security",Promotions,Consumer Electronics & Appliances,New Delhi,24
Appsierra,4.4,Not Available,Not Available,IT Services & Consulting,Noida,17
Gensol Engineering,3.7,Salary,Job Security,Power,Ahmedabad,24
CallHealth,3.5,Not Available,Not Available,Healthcare,Hyderabad,19
MMTC-PAMP,3.7,"Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction",Metals & Mining,Gurugram,19
PES Engineers,4.2,Not Available,Not Available,Engineering & Construction,Hyderabad,39
Mol Information Processing Services India,3.4,Not Available,Not Available,IT Services & Consulting,Kolkata,7
Data Patterns,3.3,Job Security,"Company Culture, Work Life Balance, Promotions",Defence & Aerospace,Chennai,12
Krishnapatnam Port,3.8,"Skill Development, Work Life Balance, Job Security","Promotions, Salary",Ports & Shipping,Nellore,15
Continental Hospitals,3.9,Job Security,Promotions,Healthcare,Hyderabad,4
Career Launcher,3.8,Job Security,"Promotions, Salary, Skill Development",Education & Training,New Delhi,43
Magicrete Building Solutions,3.8,Not Available,Not Available,Building Material,Surat,27
Govt. Medical College,4.1,"Work Life Balance, Skill Development, Work Satisfaction","Promotions, Salary",Education & Training,Chandigarh,76
Simform,3.6,Work Life Balance,"Promotions, Job Security, Work Satisfaction",IT Services & Consulting,Ahmedabad,4
Venus Home Appliances,4.2,"Work Life Balance, Job Security, Company Culture",Promotions,Consumer Electronics & Appliances,Chennai,34
Utkal Alumina International,4.3,Not Available,Not Available,Chemicals,Rayagada,14
IDMC,3.6,Job Security,"Promotions, Salary, Work Satisfaction",Industrial Machinery,Anand,16
Ziff Davis Performance Marketing,3.6,Not Available,Not Available,Marketing & Advertising,Pune,4
KC Overseas Education,3.6,Not Available,Not Available,EdTech,Nagpur,30
Groupe Lactalis,3.5,Not Available,Not Available,FMCG,Chennai,41
iLink Digital,2.9,Not Available,Not Available,IT Services & Consulting,Chennai,9
Anlage Infotech,3.3,Not Available,Not Available,IT Services & Consulting,Bengaluru,16
Innovalance Learning Systems,3.2,Not Available,Not Available,EdTech,New Delhi,12
Aarav Global Products & Services Private Limited,2.9,Not Available,Not Available,IT Services & Consulting,Mumbai,10
Shree Vasu Logistics Limited,3.3,Not Available,Not Available,Logistics,Raipur,25
Zivame.com,3.6,Skill Development,"Promotions, Salary, Company Culture",Fashion & Textile,Bengaluru,30
Elin Electronics,3.9,Skill Development,"Promotions, Company Culture, Work Satisfaction",Ghaziabad +10 other locations,Not Available,1
Sterling Talent Solutions,3.7,Company Culture,"Promotions, Job Security, Salary",Internet,Mumbai,4
SCON Projects,4.5,Not Available,Not Available,Engineering & Construction,Pune,22
Bajaj Markets,3.0,Not Available,Not Available,FinTech,Pune,22
FedServ,3.6,Job Security,"Promotions, Salary, Work Satisfaction",Banking,Visakhapatnam,27
Hyundai Motor India Engineering,3.9,"Job Security, Work Life Balance",Promotions,IT Services & Consulting,Hyderabad,10
Bhima Gold,3.8,Not Available,Not Available,Jewellery,Bengaluru,33
Exponentia.ai,3.8,Not Available,Not Available,Emerging Technologies,Mumbai,8
ACME Group,4.6,Not Available,Not Available,Internet,Gurugram,29
Country Club India,3.2,Not Available,Not Available,Hospitality,Hyderabad,28
Futaba Industrial Gujarat,4.4,Not Available,Not Available,Auto Components,Ahmedabad,12
Bioseed,4.2,Not Available,Not Available,Agriculture,Hyderabad,59
Malayala Manorama,3.6,Work Life Balance,"Promotions, Skill Development, Salary",Printing & Publishing,Kottayam,24
Alpha Design Technologies,3.6,Work Life Balance,"Promotions, Company Culture, Salary",Defence & Aerospace,Bengaluru,14
Motion Education,3.3,Not Available,Not Available,Education & Training,Kota,44
Deep Industries,3.5,Not Available,Not Available,Oil & Gas,Ahmedabad,27
Fleet Management,4.0,"Job Security, Company Culture, Work Life Balance",Promotions,Ports & Shipping,Mumbai,23
SkillVertex,3.3,Not Available,Not Available,EdTech,Bengaluru,12
Little Nap Recliners,4.7,Not Available,Not Available,Furniture & Furnishing,New Delhi,19
AARGEE STAFFING SERVICES,3.7,Not Available,Not Available,Recruitment,Chennai,18
Commerce Pundit,4.3,Not Available,Not Available,IT Services & Consulting,Ahmedabad,9
Tbea Energy,3.8,Not Available,Not Available,Electrical Equipment,Vadodara,20
PagarBook,3.6,Not Available,Not Available,Software Product,Bengaluru,26
Country Inns & Suites,4.1,Not Available,Not Available,Hospitality,New Delhi,26
Kh Exports,3.9,"Company Culture, Work Life Balance, Skill Development",Promotions,Import & Export,Chennai,8
Rajesh Motors,3.8,Not Available,Not Available,Automobile,Jaipur,29
Jagran Prakashan,3.5,Not Available,Not Available,Printing & Publishing,New Delhi,51
IntelliSmart Infrastructure,3.6,Not Available,Not Available,Power,Gurugram,35
Corrival Corporate Services,4.2,"Company Culture, Work Life Balance, Skill Development",Promotions,Recruitment,Hyderabad,47
Josh Talks,4.2,Not Available,Not Available,Broadcasting,Gurugram,15
Mitsubishi Heavy Industries,4.2,Not Available,Not Available,Industrial Machinery,Mysuru,32
Ichhapurti.com,2.4,Not Available,Not Available,Software Product,Gurugram,27
ARaymond,4.0,Not Available,Not Available,Auto Components,Pune,6
Six Sigma Soft Solutions,3.5,Not Available,Not Available,IT Services & Consulting,Chennai,24
Crimson Interactive,2.5,Not Available,Not Available,Content Development,Mumbai,6
TransPerfect,3.0,Not Available,Not Available,Hardware & Networking,Pune,8
ITCube Solutions,3.0,Not Available,Not Available,IT Services & Consulting,Pune,9
Blackbuck Insights,3.6,Work Life Balance,"Promotions, Job Security, Work Satisfaction",IT Services & Consulting,Bengaluru,14
Entertainment Network India,3.4,Company Culture,"Promotions, Salary, Job Security",Media & Entertainment,Mumbai,43
Roulunds Braking,3.7,Not Available,Not Available,Auto Components,Sonipat,9
EMCO,3.7,Not Available,Not Available,Power,Mumbai,26
International Certification Services,3.1,Not Available,Not Available,Other,Mumbai,35
ICA Pidilite,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Furniture & Furnishing,Mumbai,43
Brnd.Me,3.8,Not Available,Not Available,Internet,Bengaluru,15
ACT Plast Paints,3.8,Skill Development,"Promotions, Salary",Chemicals,Chennai,14
YouTube,4.5,Not Available,Not Available,Internet,New Delhi,42
Centrient Pharmaceuticals,3.7,Not Available,Not Available,Pharma,Chandigarh,18
Shanthi Gears,3.3,Skill Development,"Promotions, Company Culture, Work Life Balance",Auto Components,Coimbatore,14
SAS,4.2,"Work Life Balance, Company Culture, Job Security",Promotions,IT Services & Consulting,Pune,22
Network Techlab,3.7,Skill Development,"Promotions, Salary, Company Culture",Hardware & Networking,Mumbai,11
Network Intelligence India,3.2,Not Available,Not Available,Emerging Technologies,Mumbai,9
Liebherr Appliances India,3.6,Not Available,Not Available,Industrial Machinery,Chhatrapati Sambhajinagar,38
Gulbrandsen,4.1,Not Available,Not Available,Chemicals,Vadodara,12
Ayesa,4.0,"Work Life Balance, Work Satisfaction",Promotions,IT Services & Consulting,New Delhi,13
ARKA Fincap,4.2,Not Available,Not Available,NBFC,Mumbai,41
Wanbury,3.3,Not Available,Not Available,Pharma,Mumbai,32
Motorola Solutions,3.9,"Job Security, Work Life Balance, Company Culture",Promotions,Telecom,Bengaluru,26
Ways2excel,4.5,Not Available,Not Available,EdTech,Kolkata,2
Colorbar Cosmetics,4.1,"Work Life Balance, Salary, Company Culture",Promotions,Beauty & Personal Care,New Delhi,38
Sri Ramachandra Institute of Higher Education and Research,3.9,"Job Security, Skill Development, Work Life Balance","Promotions, Salary",Education & Training,Chennai,11
Vinsum Axpress,3.5,Not Available,Not Available,Logistics,Gurugram,23
Aditi Consulting,3.4,Not Available,Not Available,IT Services & Consulting,Bengaluru,8
Pradhan Mantri Kaushal Vikas Yojana,4.1,Not Available,Not Available,Education & Training,New Delhi,91
Brainium Information Technologies,3.7,Work Life Balance,"Job Security, Promotions",IT Services & Consulting,Kolkata,2
Precision Camshafts,3.1,Not Available,Not Available,Auto Components,Solapur,6
SmartWorld Developers,4.1,Not Available,Not Available,Real Estate,Gurugram,4
NuSummit,3.3,Not Available,Not Available,IT Services & Consulting,Mumbai,12
Revolt Motors,3.4,Not Available,Not Available,Internet,Gurugram,24
Supreme Treon,3.9,"Job Security, Work Life Balance","Promotions, Salary",Auto Components,Pune,27
Carzonrent,3.3,Not Available,Not Available,Travel & Tourism,New Delhi,16
Haldiram's Prabhuji,2.9,Not Available,Not Available,Hospitality,Kolkata,43
Vinculum Solutions,2.3,Not Available,Not Available,IT Services & Consulting,Noida,7
SmartStream Technologies,3.3,Not Available,Not Available,IT Services & Consulting,Bengaluru,7
Army Medical Corps,4.8,Not Available,Not Available,Healthcare,New Delhi,35
Rishabh Instruments Limited,3.9,"Job Security, Skill Development, Company Culture",Salary,Electronics Manufacturing,Nashik,17
